date,daily_partial,daily_full,daily_booster,daily,cases_new,cases_import,cases_recovered,cases_active,cases_cluster,cases_unvax,cases_pvax,cases_fvax,cases_boost,cases_child,cases_adolescent,cases_adult,cases_elderly,cases_0_4,cases_5_11,cases_12_17,cases_18_29,cases_30_39,cases_40_49,cases_50_59,cases_60_69,cases_70_79,cases_80,cluster_import,cluster_religious,cluster_community,cluster_highRisk,cluster_education,cluster_detentionCentre,cluster_workplace
03/04/2022,2835,10845,4311,17991,12380,462,20635,192833,8,1883,562,2299,7636,1753,598,8596,1140,743,1010,598,2919,2921,1698,1058,692,310,138,0,0,0,0,6,0,2
04/04/2022,3343,9183,11446,23972,10002,98,23302,179502,2,1488,464,1972,6078,1460,502,6960,972,613,847,502,2363,2295,1401,901,573,279,120,0,0,0,0,2,0,0
05/04/2022,3417,9448,12173,25038,12017,59,20431,171062,15,1812,550,2165,7490,1776,530,8483,1014,788,988,530,2936,2934,1603,1010,604,291,119,0,0,0,1,14,0,0
06/04/2022,3682,12512,11567,27761,12105,43,21029,162115,20,1759,574,2282,7490,1760,595,8417,1084,709,1051,595,2719,2935,1737,1026,643,305,136,0,0,0,1,17,0,2
07/04/2022,4590,16158,11097,31845,11994,25,16603,157487,44,1791,588,2293,7322,1737,740,8323,1040,681,1056,740,2567,2937,1725,1094,587,294,159,0,0,1,10,2,0,31
08/04/2022,7302,21723,8738,37763,14944,104,14045,158373,7,1932,677,2725,9610,1924,850,10564,1251,758,1166,850,3471,3635,2160,1298,744,349,158,0,0,0,0,6,0,1
09/04/2022,7495,30369,6947,44811,10177,53,15132,153400,32,1695,470,1933,6079,1516,608,6983,909,614,902,608,2361,2407,1434,781,556,235,118,0,0,0,9,17,0,6
10/04/2022,4329,30289,6471,41089,8112,25,15765,145731,35,1185,410,1657,4860,1250,614,5499,746,493,757,614,1801,2001,1028,669,426,219,101,0,0,0,0,35,0,0
11/04/2022,4864,33886,10374,49124,7739,23,19049,134399,82,1182,339,1483,4735,1148,551,5287,751,484,664,551,1628,1900,1090,669,434,186,131,0,0,0,58,23,0,1
12/04/2022,4998,35076,8559,48633,9002,52,16986,126398,140,1204,379,1895,5524,1189,759,6213,826,499,690,759,2000,2226,1251,736,480,240,106,0,0,0,0,139,0,1
13/04/2022,6057,36782,7831,50670,10052,21,15893,120543,127,1325,539,2146,6042,1401,953,6865,825,534,867,953,2167,2412,1403,883,485,232,108,0,0,0,0,125,0,2
14/04/2022,9193,44564,8249,62006,10413,27,13202,117737,284,1742,500,2244,5927,1576,1116,6874,842,662,914,1116,2158,2581,1289,846,510,227,105,0,0,0,3,280,0,1
15/04/2022,12120,41812,5979,59911,9673,25,14267,113125,405,1259,502,2376,5536,1345,1227,6303,794,533,812,1227,2043,2210,1267,783,479,206,109,0,0,0,11,394,0,0
16/04/2022,15611,63869,4555,84035,9705,30,14346,108474,507,1421,413,2171,5700,1214,1257,6258,777,510,704,1257,2085,2098,1311,764,476,200,101,0,0,0,0,498,0,9
17/04/2022,11791,47881,3642,63314,6623,13,11233,103857,205,796,305,1511,4011,815,708,4385,637,317,498,708,1489,1510,879,507,343,191,103,0,0,0,0,205,0,0
18/04/2022,9560,43042,6376,58978,7140,264,14423,96561,80,951,349,1559,4281,851,648,4801,704,322,529,648,1608,1614,978,601,414,206,84,0,0,0,0,80,0,0
19/04/2022,8150,37283,4859,50292,6069,110,10619,92004,465,676,325,1654,3414,694,982,3760,551,226,468,982,1235,1304,796,425,326,161,64,0,0,0,0,465,0,0
20/04/2022,11653,47014,5652,64319,6968,32,8267,90696,322,815,345,1816,3992,883,978,4504,601,324,559,978,1520,1544,925,515,363,170,68,0,0,0,0,322,0,0
21/04/2022,14518,43554,7056,65128,5899,16,8434,88150,129,749,283,1301,3566,773,650,3869,506,302,471,650,1311,1252,833,473,298,136,72,0,0,0,0,129,0,0
22/04/2022,16915,46635,4954,68504,6342,20,9111,85373,135,709,309,1510,3814,752,714,4238,534,262,490,714,1398,1462,839,539,298,169,67,0,0,0,10,125,0,0
23/04/2022,18132,58060,3304,79496,5624,17,10041,80949,53,680,313,1229,3402,762,563,3778,466,257,505,563,1231,1316,775,456,257,156,53,0,0,0,0,53,0,0
24/04/2022,12172,40979,2897,56048,4006,7,10223,74725,29,461,193,887,2465,500,415,2735,355,185,315,415,846,953,601,335,232,93,30,0,0,0,0,29,0,0
25/04/2022,7940,28661,4625,41226,2478,7,9215,67983,70,326,109,521,1522,294,258,1650,276,116,178,258,514,573,361,202,158,75,43,0,0,0,24,46,0,0
26/04/2022,7179,24491,4825,36495,3361,6,9484,61852,75,413,159,775,2014,421,400,2192,305,170,251,400,730,739,464,259,185,84,36,0,0,0,0,75,0,0
27/04/2022,8215,24400,4409,37024,3471,10,6900,58415,63,417,155,796,2103,426,391,2288,330,169,257,391,750,764,499,275,201,88,41,0,0,0,6,57,0,0
28/04/2022,8302,21739,4351,34392,2935,9,7585,53756,24,291,100,637,1907,275,274,2125,259,107,168,274,729,711,442,243,165,55,39,0,0,0,0,24,0,0
29/04/2022,10926,27195,3097,41218,2579,6,6055,50276,10,263,83,517,1716,231,184,1903,260,107,124,184,633,602,408,260,142,70,48,0,0,0,0,10,0,0
30/04/2022,7189,28145,1994,37328,2107,16,6890,45489,27,234,74,438,1361,213,179,1508,207,96,117,179,472,507,338,191,120,58,29,0,0,0,26,1,0,0
01/05/2022,1869,10410,539,12818,1503,6,5839,41145,1,178,33,307,985,127,111,1086,160,72,55,111,395,310,250,131,76,56,28,0,0,0,0,1,0,0
02/05/2022,285,1699,344,2328,1352,4,6074,36420,0,169,30,231,922,114,77,1009,151,50,64,77,290,357,227,135,87,43,21,0,0,0,0,0,0,0
03/05/2022,206,1148,241,1595,922,1,5520,31819,0,98,39,170,615,103,74,619,126,39,64,74,252,213,93,61,79,35,12,0,0,0,0,0,0,0
04/05/2022,387,1565,455,2407,1054,1,4107,28760,0,163,100,193,598,221,68,558,207,67,154,68,171,187,114,86,118,69,20,0,0,0,0,0,0,0
05/05/2022,1991,8229,1669,11889,1278,3,2599,27435,0,163,67,201,847,163,71,894,150,53,110,71,259,313,216,106,85,46,19,0,0,0,0,0,0,0
06/05/2022,4412,14474,1548,20434,1251,9,3181,25504,0,159,23,206,863,113,58,941,137,64,49,58,318,301,206,116,66,50,21,0,0,0,0,0,0,0
07/05/2022,4958,18441,1293,24692,1372,5,3610,23263,0,158,31,268,915,136,72,1004,160,60,76,72,322,311,247,124,82,47,31,0,0,0,0,0,0,0
08/05/2022,7961,20535,1458,29954,2153,2,2869,22543,0,226,49,353,1525,216,109,1614,208,98,118,109,578,478,346,212,129,54,25,0,0,0,0,0,0,0
09/05/2022,8621,17923,2855,29399,2246,5,2433,22350,0,203,36,431,1576,191,133,1708,214,89,102,133,609,502,387,210,115,76,23,0,0,0,0,0,0,0
10/05/2022,10102,17263,3427,30792,2605,4,2014,22936,0,290,60,519,1736,256,189,1912,248,136,120,189,654,595,420,243,125,84,39,0,0,0,0,0,0,0
11/05/2022,12828,16437,3508,32773,3321,10,1416,24835,6,307,95,724,2195,343,259,2421,285,138,205,259,814,783,541,283,161,85,39,0,0,0,0,0,6,0
12/05/2022,17623,19092,4242,40957,3410,5,1430,26809,0,317,62,669,2362,314,222,2550,303,135,179,222,881,793,567,309,164,96,43,0,0,0,0,0,0,0
13/05/2022,22714,29423,2976,55113,3029,0,1116,28718,0,251,66,634,2078,265,249,2251,263,102,163,249,774,733,482,262,141,81,41,0,0,0,0,0,0,0
14/05/2022,17518,27203,2272,46993,2373,3,1340,29748,0,205,52,482,1634,213,167,1784,208,78,135,167,685,549,368,182,124,58,26,0,0,0,0,0,0,0
15/05/2022,9880,14268,1287,25435,2239,3,1263,30719,0,231,38,468,1502,227,158,1661,193,105,122,158,590,546,364,161,110,55,28,0,0,0,0,0,0,0
16/05/2022,2765,5584,1805,10154,1697,0,1548,30864,0,198,29,320,1150,156,117,1237,178,77,79,117,423,430,252,132,97,49,32,0,0,0,0,0,0,0
17/05/2022,3382,9516,2739,15637,1469,3,1836,30496,0,170,23,304,972,167,103,1047,152,81,86,103,351,331,239,126,83,48,21,0,0,0,0,0,0,0
18/05/2022,3377,7117,2524,13018,2017,4,2548,29960,0,170,35,419,1393,148,168,1521,180,62,86,168,533,458,329,201,99,51,30,0,0,0,0,0,0,0
19/05/2022,4563,8198,3175,15936,2124,1,2303,29777,0,216,31,439,1438,177,168,1590,189,79,98,168,527,545,332,186,98,59,32,0,0,0,0,0,0,0
20/05/2022,7874,13928,2068,23870,2063,3,2618,29219,0,206,37,453,1367,206,187,1488,178,86,120,187,508,464,315,201,96,46,36,0,0,0,0,0,0,0
21/05/2022,8111,14488,1493,24092,2021,1,3162,28078,0,174,35,404,1408,175,166,1463,200,70,105,166,504,460,317,182,115,53,32,0,0,0,0,0,0,0
22/05/2022,6182,8772,1367,16321,1817,3,3389,26504,1,178,43,361,1235,200,133,1285,199,68,132,133,452,413,261,159,103,57,39,0,0,1,0,0,0,0
23/05/2022,3594,4918,1948,10460,1544,3,2905,25139,0,119,32,323,1070,120,128,1140,155,35,85,128,376,363,242,159,79,52,24,0,0,0,0,0,0,0
24/05/2022,3949,5206,2328,11483,1918,22,2124,24928,0,161,23,404,1330,173,175,1397,173,77,96,175,481,451,304,161,105,43,25,0,0,0,0,0,0,0
25/05/2022,3980,5156,2233,11369,2430,12,2192,25164,1,169,39,468,1754,173,199,1833,209,55,118,199,711,564,347,211,119,60,30,0,0,1,0,0,0,0
26/05/2022,6344,6056,3130,15530,1845,9,1825,25180,0,189,15,355,1286,143,127,1396,177,60,83,127,468,503,270,155,98,54,25,0,0,0,0,0,0,0
27/05/2022,9030,10827,1835,21692,1877,4,1680,25373,3,216,31,391,1239,214,166,1289,208,97,117,166,396,387,343,163,113,65,30,0,0,3,0,0,0,0
28/05/2022,7722,10462,1224,19408,1645,1,1809,25206,5,147,22,364,1112,141,155,1209,140,59,82,155,428,370,265,146,83,35,22,0,0,3,0,0,0,0
29/05/2022,5669,6884,1090,13643,1155,3,1975,24382,3,99,16,233,807,102,88,843,113,42,60,88,251,273,194,125,70,29,14,0,0,3,0,0,0,0
30/05/2022,5630,4757,2041,12428,1325,2,1935,23767,0,150,15,269,891,122,114,939,146,57,65,114,295,304,227,113,79,47,20,0,0,0,0,0,0,0
31/05/2022,7741,4629,2178,14548,1451,6,2071,23145,23,131,19,318,983,121,147,1037,145,46,75,147,343,338,234,122,79,48,18,0,0,0,23,0,0,0
,596,2671,1606,4873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,761,4156,1512,6429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2038,6784,1203,10025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1127,5671,814,7612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,620,3162,601,4383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,182,1342,451,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,417,3675,1803,5895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,535,3807,1568,5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,559,5775,2041,8375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1027,9424,1914,12365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,653,10479,812,11944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,455,6473,680,7608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,292,5149,1234,6675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,609,4456,1593,6658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
